alpha,episode,score
2,26400,"[-1432.5807923255757, -1471.5266327856568, -1437.8013686379793, -1465.0554892208122, -1428.0948176223783, -1488.0443255041275, -1459.5597253555204, -1431.8351223214154, -1401.3768063469727, -1381.7026151714515, -1422.4615474125667, -1405.6794900326131, -1387.1660105121991, -1442.2352860007641, -1435.0534034971927, -1400.2642366445186, -1459.2896670896132, -1381.2138216733897, -1324.5690627106069, -1403.8045091265369, -1329.9463009388107, -1228.2435871838395, -1224.4287520397572, -1195.1689546099772, -1180.0958605960361, -1182.3499304085412, -1151.9209071962243, -1176.3301587537946, -1174.4336008173348, -1021.8931309559812, -1063.398262594191, -1086.4589913049886, -1090.3183226204253, -995.67662937507544, -1014.9320493912222, -970.47153603449931, -940.14783656419638, -884.08617769008924, -902.05803237827683, -876.51204751589046, -846.38328782837209, -943.00685902376722, -971.55130580174489, -862.71260761148642, -788.9111808345184, -907.03593268152224, -802.74136189021533, -824.72070554300456, -864.15939526736156, -939.34307410364238, -822.46072174951564, -745.35685747138155, -721.4862497556262, -623.80509400005724, -570.89831392678047, -599.17285691511722, -627.5275212409008, -598.00605515860832, -628.76045955973098, -662.36603519040193, -617.69906774034894, -719.90570800499324, -737.10402921449281, -695.18747390517035, -636.40015323289617, -602.78140225251821, -523.14985850547509, -559.03358887749005, -538.12381743448236, -612.3330613935093, -633.57147118051398, -647.93970169938189, -514.54429386772983, -699.65358205626978, -696.45510405653727, -735.18730109509693, -602.19726613009129, -705.42574394057317, -607.0766688305855, -699.67861881159672, -638.43191602707498, -741.65882976550199, -698.71515369840984, -619.61434071645203, -607.981688785188, -695.83262719606148, -682.52385995117254, -739.65509325783057, -683.95327911619029, -760.18997242905471, -646.22895866989961, -739.8295459155753, -601.14217917744872, -664.16365800899484, -814.97338818142032, -735.10753539014195, -735.28490902053488, -761.38574402202721, -718.64651921793882, -724.23133168652714, -747.87458507682823, -694.58577818630545, -696.04840929005411, -796.49089042450885, -831.27625961745798, -694.30353776067659, -687.23170133374038, -758.92146489720994, -719.60232490638964, -743.47264319078272, -662.59932039903322, -610.02779435538662, -759.27845871059094, -732.9535352674269, -564.04497923570955, -737.44517471816118, -707.49767881031187, -699.68668756505792, -768.54103587782981, -753.71940640970672, -737.93307998258979, -844.23942411345331, -667.97993702326221, -724.79580099222085, -660.73014868151131, -626.74966531225346, -715.53503639143617, -744.1168697270956, -613.29931325610244, -724.02702368323287, -672.00116479342159, -611.75858846232632, -609.2866507503154, -669.86115141368316, -644.54432835148918, -640.78702821565594, -717.77209255802529, -652.8478343658702, -575.67645769633589, -588.20277087962199, -621.92556000599245, -623.08893425001497, -629.86980370946401, -577.89285992102748, -561.24277135003933, -642.90195914398294, -547.93779197951073, -607.84050222581789, -678.66164201485606, -613.29296746832404, -760.61262233254104, -681.34085409710838, -699.03356596505739, -677.03468807180479, -700.08195194940356, -552.14498704811388, -622.40368868029839, -584.42898077213158, -578.84847764454457, -716.66540976520332, -588.36523363152673, -626.88153827374867, -634.63421225263733, -672.9727115401937, -749.95943321005689, -621.19134952376862, -619.45847376533686, -748.51761099157466, -637.01673488206302, -615.79676679189993, -597.45294641899147, -696.26270157495833, -619.9178930526042, -760.77010429125573, -601.14201732987453, -726.69724395747994, -583.34805199277184, -662.79783961480325, -714.14024931102585, -707.00246701838989, -635.77280465670867, -646.97122207274367, -644.70673074354193, -628.89496312900258, -705.35664033446631, -528.92935531676642, -744.67904780034894, -726.95047715529279, -685.06830081208091, -747.9533616977734, -569.86452844622477, -686.12266950247056, -613.15297899791335, -654.94230539024636, -720.28052293127769, -660.55502356678835, -640.8791395296314, -700.25856085347914, -633.9134069170675, -637.62879605106025, -616.00219982063288, -681.79026881886045, -728.71328909792783, -698.77166033993637, -760.3205240876199, -712.9664454794754, -801.39946799653262, -850.7930122645389, -733.3607725958932, -668.16819299173574, -697.99048123436717, -653.22879328155238, -783.86493596621892, -843.45894643998736, -746.1950884956367, -723.31255733576677, -635.13307134235538, -662.07003297889344, -636.30410260404528, -736.77426730627883, -685.7167531685343, -704.61708859329951, -631.36027315941362, -780.62400525694829, -689.63914344939758, -736.52587493918861, -672.09663509453492, -673.18405926867604, -648.30888944734875, -575.71794684728661, -682.10121477711027, -697.09413013448636, -645.5131261861377, -623.22851760406888, -773.53968366481388, -718.99837489897732, -652.70098548359692, -658.37801545861919, -722.51130730758643, -686.2445405520125, -702.3926548883104, -703.74006516766315, -734.0193745754367, -831.78061493511666, -671.59601067334142, -769.44481920430724, -635.96118644899309, -755.66076362367482, -661.0990738658345, -699.06701086120836, -666.83817815785835, -631.52787088881757, -747.13960335830359, -816.26898578172541, -614.73589096102694, -646.00234370665964, -670.89682056910431, -723.90872872721388, -684.48999262940356, -668.88065443307073, -595.05779525655805, -634.84783096075125, -641.04511659849766, -738.34384897588859]"
